149, 0, 1, 1
1, 8, 0, 0
2, 8, 0, 0
3, 8, 0, 0
4, 8, 0, 0
5, 8, 0, 0
6, 8, 0, 0
7, 8, 0, 0
7, 8, 1, 0
8, 8, 1, 0
9, 8, 1, 0
40, 5, 1, 0
1, 1, 0, 0
2, 1, 0, 0
1, 1, 0, 0
2, 1, 0, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
5, 1, 1, 0
6, 1, 1, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
6, 1, 0, 0
7, 1, 0, 0
8, 1, 0, 0
9, 1, 0, 0
10, 1, 0, 0
11, 1, 0, 0
11, 1, 1, 0
12, 1, 1, 0
13, 1, 1, 0
29, 1, 1, 0
30, 1, 1, 0
31, 1, 1, 0
32, 1, 1, 0
33, 1, 1, 0
44, 0, 1, 0
45, 0, 1, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
6, 1, 0, 0
7, 1, 0, 0
7, 1, 1, 0
8, 1, 1, 0
9, 1, 1, 0
25, 1, 1, 0
26, 1, 1, 0
27, 1, 1, 0
38, 0, 1, 0
39, 0, 1, 0
40, 0, 1, 0
41, 0, 1, 0
42, 0, 1, 0
43, 0, 1, 0
44, 0, 1, 0
45, 0, 1, 0
46, 0, 1, 0
47, 0, 1, 0
48, 0, 1, 0
49, 0, 1, 0
50, 0, 1, 0
51, 0, 1, 0
52, 0, 1, 0
53, 0, 1, 0
54, 0, 1, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
1, 5, 0, 0
2, 5, 0, 0
3, 5, 0, 0
4, 5, 0, 0
5, 5, 0, 0
6, 5, 0, 0
-4, 0, 0, 0
-3, 0, 0, 0
-2, 0, 0, 0
-1, 0, 0, 0
0, 0, 0, 0
1, 5, 0, 0
2, 5, 0, 0
1, 5, 0, 0
2, 5, 0, 0
3, 5, 0, 0
-4, 0, 0, 0
-3, 0, 0, 0
-2, 0, 0, 0
-1, 0, 0, 0
0, 0, 0, 0
1, 0, 0, 0
2, 0, 0, 0
3, 0, 0, 0
4, 0, 0, 0
5, 0, 0, 0
6, 0, 0, 0
7, 0, 0, 0
8, 0, 0, 0
19, 0, 0, 0
20, 0, 0, 0
21, 0, 0, 0
0, 1, 1, 0
1, 1, 1, 0
12, 0, 1, 0
13, 0, 1, 0
14, 0, 1, 0
30, 0, 1, 0
31, 0, 1, 0
32, 0, 1, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
6, 1, 0, 0
7, 1, 0, 0
8, 1, 0, 0
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
5, 1, 0, 1
6, 1, 0, 1
7, 1, 0, 1
8, 1, 0, 1
9, 1, 0, 1
10, 1, 0, 1
11, 1, 0, 1
12, 1, 0, 1
13, 1, 0, 1
13, 1, 1, 1
14, 1, 1, 1
15, 1, 1, 1
26, 0, 1, 1
27, 0, 1, 1
28, 0, 1, 1
29, 0, 1, 1
30, 0, 1, 1
31, 0, 1, 1
32, 0, 1, 1
48, 0, 1, 1
49, 0, 1, 1
50, 0, 1, 1
51, 0, 1, 1
52, 0, 1, 1
53, 0, 1, 1
54, 0, 1, 1
55, 0, 1, 1
56, 0, 1, 1
57, 0, 1, 1
58, 0, 1, 1
59, 0, 1, 1
60, 0, 1, 1
61, 0, 1, 1
62, 0, 1, 1
1, 1, 0, 0
2, 1, 0, 0
3, 1, 0, 0
4, 1, 0, 0
5, 1, 0, 0
6, 1, 0, 0
6, 1, 0, 1
7, 1, 0, 1
8, 1, 0, 1
9, 1, 0, 1
10, 1, 0, 1
11, 1, 0, 1
12, 1, 0, 1
13, 1, 0, 1
14, 1, 0, 1
15, 1, 0, 1
16, 1, 0, 1
17, 1, 0, 1
18, 1, 0, 1
19, 1, 0, 1
20, 1, 0, 1
1, 0, 0, 0
2, 0, 0, 0
3, 0, 0, 0
4, 0, 0, 0
5, 0, 0, 0
6, 0, 0, 0
7, 0, 0, 0
8, 0, 0, 0
9, 0, 0, 0
10, 0, 0, 0
11, 0, 0, 0
12, 0, 0, 0
13, 0, 0, 0
14, 0, 0, 0
15, 0, 0, 0
16, 0, 0, 0
16, 0, 0, 1
17, 0, 0, 1
18, 0, 0, 1
19, 0, 0, 1
20, 0, 0, 1
